"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EMP","MEN","THND_PER","M","2009-06",5839.433,
"AUS","EMP","MEN","THND_PER","M","2009-07",5864.742,
"AUS","EMP","MEN","THND_PER","M","2009-08",5878.787,
"AUS","EMP","MEN","THND_PER","M","2009-09",5894.803,
"AUS","EMP","MEN","THND_PER","M","2009-10",5891.69,
"AUS","EMP","MEN","THND_PER","M","2009-11",5902.53,
"AUS","EMP","MEN","THND_PER","M","2009-12",5933.355,
"AUS","EMP","MEN","THND_PER","M","2010-01",5971.682,
"AUS","EMP","MEN","THND_PER","M","2010-02",5967.654,
"AUS","EMP","MEN","THND_PER","M","2010-03",5956.046,
"AUS","EMP","MEN","THND_PER","M","2010-04",5976.151,
"AUS","EMP","MEN","THND_PER","M","2010-05",5968.524,
"AUS","EMP","MEN","THND_PER","M","2010-06",6001.316,
"AUS","EMP","MEN","THND_PER","M","2010-07",6010.685,
"AUS","EMP","MEN","THND_PER","M","2010-08",6044.587,
"AUS","EMP","MEN","THND_PER","M","2010-09",6061.726,
"AUS","EMP","MEN","THND_PER","M","2010-10",6066.571,
"AUS","EMP","MEN","THND_PER","M","2010-11",6100.365,
"AUS","EMP","MEN","THND_PER","M","2010-12",6105.951,
"AUS","EMP","MEN","THND_PER","M","2011-01",6129.667,
"AUS","EMP","MEN","THND_PER","M","2011-02",6108.206,
"AUS","EMP","MEN","THND_PER","M","2011-03",6117.259,
"AUS","EMP","MEN","THND_PER","M","2011-04",6089.917,
"AUS","EMP","MEN","THND_PER","M","2011-05",6088.834,
"AUS","EMP","MEN","THND_PER","M","2011-06",6093.955,
"AUS","EMP","MEN","THND_PER","M","2011-07",6092.165,
"AUS","EMP","MEN","THND_PER","M","2011-08",6094.853,
"AUS","EMP","MEN","THND_PER","M","2011-09",6106.995,
"AUS","EMP","MEN","THND_PER","M","2011-10",6106.491,
"AUS","EMP","MEN","THND_PER","M","2011-11",6118.953,
"AUS","EMP","MEN","THND_PER","M","2011-12",6123.752,
"AUS","EMP","MEN","THND_PER","M","2012-01",6163.837,
"AUS","EMP","MEN","THND_PER","M","2012-02",6130.971,
"AUS","EMP","MEN","THND_PER","M","2012-03",6141.398,
"AUS","EMP","MEN","THND_PER","M","2012-04",6154.795,
"AUS","EMP","MEN","THND_PER","M","2012-05",6164.125,
"AUS","EMP","MEN","THND_PER","M","2012-06",6163.526,
"AUS","EMP","MEN","THND_PER","M","2012-07",6150.061,
"AUS","EMP","MEN","THND_PER","M","2012-08",6158.83,
"AUS","EMP","MEN","THND_PER","M","2012-09",6160.127,
"AUS","EMP","MEN","THND_PER","M","2012-10",6186.7,
"AUS","EMP","MEN","THND_PER","M","2012-11",6172.676,
"AUS","EMP","MEN","THND_PER","M","2012-12",6194.625,
"AUS","EMP","MEN","THND_PER","M","2013-01",6221.407,
"AUS","EMP","MEN","THND_PER","M","2013-02",6209.623,
"AUS","EMP","MEN","THND_PER","M","2013-03",6187.078,
"AUS","EMP","MEN","THND_PER","M","2013-04",6201.348,
"AUS","EMP","MEN","THND_PER","M","2013-05",6210.909,
"AUS","EMP","MEN","THND_PER","M","2013-06",6215.685,
"AUS","EMP","MEN","THND_PER","M","2013-07",6197.338,
"AUS","EMP","MEN","THND_PER","M","2013-08",6195.398,
"AUS","EMP","MEN","THND_PER","M","2013-09",6204.848,
"AUS","EMP","MEN","THND_PER","M","2013-10",6195.195,
"AUS","EMP","MEN","THND_PER","M","2013-11",6187.018,
"AUS","EMP","MEN","THND_PER","M","2013-12",6170.882,
"AUS","EMP","MEN","THND_PER","M","2014-01",6188.708,
"AUS","EMP","MEN","THND_PER","M","2014-02",6194.104,
"AUS","EMP","MEN","THND_PER","M","2014-03",6232.099,
"AUS","EMP","MEN","THND_PER","M","2014-04",6236.912,
"AUS","EMP","MEN","THND_PER","M","2014-05",6209.922,
"AUS","EMP","MEN","THND_PER","M","2014-06",6216.74,
"AUS","EMP","MEN","THND_PER","M","2014-07",6227.4,
"AUS","EMP","MEN","THND_PER","M","2014-08",6230.816,
"AUS","EMP","MEN","THND_PER","M","2014-09",6225.384,
"AUS","EMP","MEN","THND_PER","M","2014-10",6229.981,
"AUS","EMP","MEN","THND_PER","M","2014-11",6253.238,
"AUS","EMP","MEN","THND_PER","M","2014-12",6258.328,
"AUS","EMP","MEN","THND_PER","M","2015-01",6263.375,
"AUS","EMP","MEN","THND_PER","M","2015-02",6300.912,
"AUS","EMP","MEN","THND_PER","M","2015-03",6321.01,
"AUS","EMP","MEN","THND_PER","M","2015-04",6305.621,
"AUS","EMP","MEN","THND_PER","M","2015-05",6315.913,
"AUS","EMP","MEN","THND_PER","M","2015-06",6303.832,
"AUS","EMP","MEN","THND_PER","M","2015-07",6325.179,
"AUS","EMP","MEN","THND_PER","M","2015-08",6315.853,
"AUS","EMP","MEN","THND_PER","M","2015-09",6321.435,
"AUS","EMP","MEN","THND_PER","M","2015-10",6360.152,
"AUS","EMP","MEN","THND_PER","M","2015-11",6367.156,
"AUS","EMP","MEN","THND_PER","M","2015-12",6375.038,
"AUS","EMP","MEN","THND_PER","M","2016-01",6391.54,
"AUS","EMP","MEN","THND_PER","M","2016-02",6387.034,
"AUS","EMP","MEN","THND_PER","M","2016-03",6394.708,
"AUS","EMP","MEN","THND_PER","M","2016-04",6384.125,
"AUS","EMP","MEN","THND_PER","M","2016-05",6389.126,
"AUS","EMP","MEN","THND_PER","M","2016-06",6390.67,
"AUS","EMP","MEN","THND_PER","M","2016-07",6412.362,
"AUS","EMP","MEN","THND_PER","M","2016-08",6403.296,
"AUS","EMP","MEN","THND_PER","M","2016-09",6380.163,
"AUS","EMP","MEN","THND_PER","M","2016-10",6410.176,
"AUS","EMP","MEN","THND_PER","M","2016-11",6419.211,
"AUS","EMP","MEN","THND_PER","M","2016-12",6429.941,
"AUS","EMP","MEN","THND_PER","M","2017-01",6429.715,
"AUS","EMP","MEN","THND_PER","M","2017-02",6449.791,
"AUS","EMP","MEN","THND_PER","M","2017-03",6472.821,
"AUS","EMP","MEN","THND_PER","M","2017-04",6517.784,
"AUS","EMP","MEN","THND_PER","M","2017-05",6506.861,
"AUS","EMP","MEN","THND_PER","M","2017-06",6508.391,
"AUS","EMP","MEN","THND_PER","M","2017-07",6537.469,
"AUS","EMP","MEN","THND_PER","M","2017-08",6550.847,
"AUS","EMP","MEN","THND_PER","M","2017-09",6563.71,
"AUS","EMP","MEN","THND_PER","M","2017-10",6571.607,
"AUS","EMP","MEN","THND_PER","M","2017-11",6602.632,
"AUS","EMP","MEN","THND_PER","M","2017-12",6597.945,
"AUS","EMP","MEN","THND_PER","M","2018-01",6638.464,
"AUS","EMP","MEN","THND_PER","M","2018-02",6628.563,
"AUS","EMP","MEN","THND_PER","M","2018-03",6625.278,
"AUS","EMP","MEN","THND_PER","M","2018-04",6635.014,
"AUS","EMP","MEN","THND_PER","M","2018-05",6633.103,
"AUS","EMP","MEN","THND_PER","M","2018-06",6654.718,
"AUS","EMP","MEN","THND_PER","M","2018-07",6675.659,
"AUS","EMP","MEN","THND_PER","M","2018-08",6707.416,
"AUS","EMP","MEN","THND_PER","M","2018-09",6716.16,
"AUS","EMP","MEN","THND_PER","M","2018-10",6725.711,
"AUS","EMP","MEN","THND_PER","M","2018-11",6743.839,
"AUS","EMP","MEN","THND_PER","M","2018-12",6752.327,
"AUS","EMP","MEN","THND_PER","M","2019-01",6766.857,
"AUS","EMP","MEN","THND_PER","M","2019-02",6759.297,
"AUS","EMP","MEN","THND_PER","M","2019-03",6782.728,
"AUS","EMP","MEN","THND_PER","M","2019-04",6775.26,
"AUS","EMP","MEN","THND_PER","M","2019-05",6826.182,
"AUS","EMP","MEN","THND_PER","M","2019-06",6817.645,
"AUS","EMP","MEN","THND_PER","M","2019-07",6825.566,
"AUS","EMP","MEN","THND_PER","M","2019-08",6835.503,
"AUS","EMP","MEN","THND_PER","M","2019-09",6827.366,
"AUS","EMP","MEN","THND_PER","M","2019-10",6809.692,
"AUS","EMP","TOT","THND_PER","M","1967-02",4883.2,
"AUS","EMP","TOT","THND_PER","M","1967-05",4907.3,
"AUS","EMP","TOT","THND_PER","M","1967-08",4945.7,
"AUS","EMP","TOT","THND_PER","M","1967-11",4975.6,
"AUS","EMP","TOT","THND_PER","M","1968-02",5000.6,
"AUS","EMP","TOT","THND_PER","M","1968-05",5032.7,
"AUS","EMP","TOT","THND_PER","M","1968-08",5068.7,
"AUS","EMP","TOT","THND_PER","M","1968-11",5082.1,
"AUS","EMP","TOT","THND_PER","M","1969-02",5137.3,
"AUS","EMP","TOT","THND_PER","M","1969-05",5159.2,
"AUS","EMP","TOT","THND_PER","M","1969-08",5196.4,
"AUS","EMP","TOT","THND_PER","M","1969-11",5255.7,
"AUS","EMP","TOT","THND_PER","M","1970-02",5318.4,
"AUS","EMP","TOT","THND_PER","M","1970-05",5370.5,
"AUS","EMP","TOT","THND_PER","M","1970-08",5410,
"AUS","EMP","TOT","THND_PER","M","1970-11",5448.9,
"AUS","EMP","TOT","THND_PER","M","1971-02",5480.8,
"AUS","EMP","TOT","THND_PER","M","1971-05",5524.6,
"AUS","EMP","TOT","THND_PER","M","1971-08",5532,
"AUS","EMP","TOT","THND_PER","M","1971-11",5526.9,
"AUS","EMP","TOT","THND_PER","M","1972-02",5536,
"AUS","EMP","TOT","THND_PER","M","1972-05",5564.4,
"AUS","EMP","TOT","THND_PER","M","1972-08",5628.6,
"AUS","EMP","TOT","THND_PER","M","1972-11",5674.1,
"AUS","EMP","TOT","THND_PER","M","1973-02",5703.8,
"AUS","EMP","TOT","THND_PER","M","1973-05",5714.5,
"AUS","EMP","TOT","THND_PER","M","1973-08",5804.8,
"AUS","EMP","TOT","THND_PER","M","1973-11",5835.8,
"AUS","EMP","TOT","THND_PER","M","1974-02",5900,
"AUS","EMP","TOT","THND_PER","M","1974-05",5910.6,
"AUS","EMP","TOT","THND_PER","M","1974-08",5878.9,
"AUS","EMP","TOT","THND_PER","M","1974-11",5874.9,
"AUS","EMP","TOT","THND_PER","M","1975-02",5827.9,
"AUS","EMP","TOT","THND_PER","M","1975-05",5840.9,
"AUS","EMP","TOT","THND_PER","M","1975-08",5865.8,
"AUS","EMP","TOT","THND_PER","M","1975-11",5930.5,
"AUS","EMP","TOT","THND_PER","M","1976-02",5951.2,
"AUS","EMP","TOT","THND_PER","M","1976-05",5968.5,
"AUS","EMP","TOT","THND_PER","M","1976-08",5922.1,
"AUS","EMP","TOT","THND_PER","M","1976-11",5942.5,
"AUS","EMP","TOT","THND_PER","M","1977-02",5989.2,
"AUS","EMP","TOT","THND_PER","M","1977-05",6008.2,
"AUS","EMP","TOT","THND_PER","M","1977-08",6018.9,
"AUS","EMP","TOT","THND_PER","M","1977-11",5984.2,
"AUS","EMP","TOT","THND_PER","M","1978-02",5997.672,
"AUS","EMP","TOT","THND_PER","M","1978-03",6003.247,
"AUS","EMP","TOT","THND_PER","M","1978-04",6030.862,
"AUS","EMP","TOT","THND_PER","M","1978-05",6033.406,
"AUS","EMP","TOT","THND_PER","M","1978-06",6033.784,
"AUS","EMP","TOT","THND_PER","M","1978-07",6030.54,
"AUS","EMP","TOT","THND_PER","M","1978-08",6036.378,
"AUS","EMP","TOT","THND_PER","M","1978-09",6029.666,
"AUS","EMP","TOT","THND_PER","M","1978-10",6035.75,
"AUS","EMP","TOT","THND_PER","M","1978-11",6028.216,
"AUS","EMP","TOT","THND_PER","M","1978-12",6053.307,
"AUS","EMP","TOT","THND_PER","M","1979-01",6052.887,
"AUS","EMP","TOT","THND_PER","M","1979-02",6063.611,
"AUS","EMP","TOT","THND_PER","M","1979-03",6055.934,
"AUS","EMP","TOT","THND_PER","M","1979-04",6064.774,
"AUS","EMP","TOT","THND_PER","M","1979-05",6070.513,
"AUS","EMP","TOT","THND_PER","M","1979-06",6099.35,
"AUS","EMP","TOT","THND_PER","M","1979-07",6097.514,
"AUS","EMP","TOT","THND_PER","M","1979-08",6114.878,
"AUS","EMP","TOT","THND_PER","M","1979-09",6117.291,
"AUS","EMP","TOT","THND_PER","M","1979-10",6152.028,
"AUS","EMP","TOT","THND_PER","M","1979-11",6180.477,
"AUS","EMP","TOT","THND_PER","M","1979-12",6184.056,
"AUS","EMP","TOT","THND_PER","M","1980-01",6205.035,
"AUS","EMP","TOT","THND_PER","M","1980-02",6221.912,
"AUS","EMP","TOT","THND_PER","M","1980-03",6233.224,
"AUS","EMP","TOT","THND_PER","M","1980-04",6246.306,
"AUS","EMP","TOT","THND_PER","M","1980-05",6268.171,
"AUS","EMP","TOT","THND_PER","M","1980-06",6275.388,
"AUS","EMP","TOT","THND_PER","M","1980-07",6306.663,
"AUS","EMP","TOT","THND_PER","M","1980-08",6315.741,
"AUS","EMP","TOT","THND_PER","M","1980-09",6318.079,
"AUS","EMP","TOT","THND_PER","M","1980-10",6306.937,
"AUS","EMP","TOT","THND_PER","M","1980-11",6328.632,
"AUS","EMP","TOT","THND_PER","M","1980-12",6351.523,
"AUS","EMP","TOT","THND_PER","M","1981-01",6356.88,
"AUS","EMP","TOT","THND_PER","M","1981-02",6372.908,
"AUS","EMP","TOT","THND_PER","M","1981-03",6376.927,
"AUS","EMP","TOT","THND_PER","M","1981-04",6404.184,
"AUS","EMP","TOT","THND_PER","M","1981-05",6405.339,
"AUS","EMP","TOT","THND_PER","M","1981-06",6420.853,
"AUS","EMP","TOT","THND_PER","M","1981-07",6418.513,
"AUS","EMP","TOT","THND_PER","M","1981-08",6434.588,
"AUS","EMP","TOT","THND_PER","M","1981-09",6459.583,
"AUS","EMP","TOT","THND_PER","M","1981-10",6429.828,
"AUS","EMP","TOT","THND_PER","M","1981-11",6416.976,
"AUS","EMP","TOT","THND_PER","M","1981-12",6430.151,
"AUS","EMP","TOT","THND_PER","M","1982-01",6467.71,
"AUS","EMP","TOT","THND_PER","M","1982-02",6450.508,
"AUS","EMP","TOT","THND_PER","M","1982-03",6443.518,
"AUS","EMP","TOT","THND_PER","M","1982-04",6455.437,
"AUS","EMP","TOT","THND_PER","M","1982-05",6433.017,
"AUS","EMP","TOT","THND_PER","M","1982-06",6420.84,
"AUS","EMP","TOT","THND_PER","M","1982-07",6419.956,
"AUS","EMP","TOT","THND_PER","M","1982-08",6416.562,
"AUS","EMP","TOT","THND_PER","M","1982-09",6400.97,
"AUS","EMP","TOT","THND_PER","M","1982-10",6402.885,
"AUS","EMP","TOT","THND_PER","M","1982-11",6345.754,
"AUS","EMP","TOT","THND_PER","M","1982-12",6295.658,
"AUS","EMP","TOT","THND_PER","M","1983-01",6294.482,
"AUS","EMP","TOT","THND_PER","M","1983-02",6289.541,
"AUS","EMP","TOT","THND_PER","M","1983-03",6256.094,
"AUS","EMP","TOT","THND_PER","M","1983-04",6233.051,
"AUS","EMP","TOT","THND_PER","M","1983-05",6264.001,
"AUS","EMP","TOT","THND_PER","M","1983-06",6271.245,
"AUS","EMP","TOT","THND_PER","M","1983-07",6276.719,
"AUS","EMP","TOT","THND_PER","M","1983-08",6283.149,
"AUS","EMP","TOT","THND_PER","M","1983-09",6316.832,
"AUS","EMP","TOT","THND_PER","M","1983-10",6317.263,
"AUS","EMP","TOT","THND_PER","M","1983-11",6354.306,
"AUS","EMP","TOT","THND_PER","M","1983-12",6379.023,
"AUS","EMP","TOT","THND_PER","M","1984-01",6377.199,
"AUS","EMP","TOT","THND_PER","M","1984-02",6392.211,
"AUS","EMP","TOT","THND_PER","M","1984-03",6448.032,
"AUS","EMP","TOT","THND_PER","M","1984-04",6454.216,
"AUS","EMP","TOT","THND_PER","M","1984-05",6479.663,
"AUS","EMP","TOT","THND_PER","M","1984-06",6501.721,
"AUS","EMP","TOT","THND_PER","M","1984-07",6510.587,
"AUS","EMP","TOT","THND_PER","M","1984-08",6508.175,
"AUS","EMP","TOT","THND_PER","M","1984-09",6537.921,
"AUS","EMP","TOT","THND_PER","M","1984-10",6534.687,
"AUS","EMP","TOT","THND_PER","M","1984-11",6550.09,
"AUS","EMP","TOT","THND_PER","M","1984-12",6553.734,
"AUS","EMP","TOT","THND_PER","M","1985-01",6563.714,
"AUS","EMP","TOT","THND_PER","M","1985-02",6626.227,
"AUS","EMP","TOT","THND_PER","M","1985-03",6601.459,
"AUS","EMP","TOT","THND_PER","M","1985-04",6610.783,
"AUS","EMP","TOT","THND_PER","M","1985-05",6646.294,
"AUS","EMP","TOT","THND_PER","M","1985-06",6660.276,
"AUS","EMP","TOT","THND_PER","M","1985-07",6685.401,
"AUS","EMP","TOT","THND_PER","M","1985-08",6727.548,
"AUS","EMP","TOT","THND_PER","M","1985-09",6771.614,
"AUS","EMP","TOT","THND_PER","M","1985-10",6756.156,
"AUS","EMP","TOT","THND_PER","M","1985-11",6855.311,
"AUS","EMP","TOT","THND_PER","M","1985-12",6822.491,
"AUS","EMP","TOT","THND_PER","M","1986-01",6871.045,
"AUS","EMP","TOT","THND_PER","M","1986-02",6892.185,
"AUS","EMP","TOT","THND_PER","M","1986-03",6903.246,
"AUS","EMP","TOT","THND_PER","M","1986-04",6971.413,
"AUS","EMP","TOT","THND_PER","M","1986-05",6965.105,
"AUS","EMP","TOT","THND_PER","M","1986-06",7005.501,
"AUS","EMP","TOT","THND_PER","M","1986-07",6987.589,
"AUS","EMP","TOT","THND_PER","M","1986-08",6969.235,
"AUS","EMP","TOT","THND_PER","M","1986-09",6994.16,
"AUS","EMP","TOT","THND_PER","M","1986-10",7018.773,
"AUS","EMP","TOT","THND_PER","M","1986-11",7008.066,
"AUS","EMP","TOT","THND_PER","M","1986-12",7024.346,
"AUS","EMP","TOT","THND_PER","M","1987-01",7025.837,
"AUS","EMP","TOT","THND_PER","M","1987-02",7056.539,
"AUS","EMP","TOT","THND_PER","M","1987-03",7070.893,
"AUS","EMP","TOT","THND_PER","M","1987-04",7084.586,
"AUS","EMP","TOT","THND_PER","M","1987-05",7089.875,
"AUS","EMP","TOT","THND_PER","M","1987-06",7125.515,
"AUS","EMP","TOT","THND_PER","M","1987-07",7171.198,
"AUS","EMP","TOT","THND_PER","M","1987-08",7149.483,
"AUS","EMP","TOT","THND_PER","M","1987-09",7137.484,
"AUS","EMP","TOT","THND_PER","M","1987-10",7167.161,
"AUS","EMP","TOT","THND_PER","M","1987-11",7157.184,
"AUS","EMP","TOT","THND_PER","M","1987-12",7234.594,
"AUS","EMP","TOT","THND_PER","M","1988-01",7296.567,
"AUS","EMP","TOT","THND_PER","M","1988-02",7281.96,
"AUS","EMP","TOT","THND_PER","M","1988-03",7330.55,
"AUS","EMP","TOT","THND_PER","M","1988-04",7359.864,
"AUS","EMP","TOT","THND_PER","M","1988-05",7343.164,
"AUS","EMP","TOT","THND_PER","M","1988-06",7360.551,
"AUS","EMP","TOT","THND_PER","M","1988-07",7378.021,
"AUS","EMP","TOT","THND_PER","M","1988-08",7408.188,
"AUS","EMP","TOT","THND_PER","M","1988-09",7451.145,
"AUS","EMP","TOT","THND_PER","M","1988-10",7466.398,
"AUS","EMP","TOT","THND_PER","M","1988-11",7487.68,
"AUS","EMP","TOT","THND_PER","M","1988-12",7521.288,
"AUS","EMP","TOT","THND_PER","M","1989-01",7552.865,
"AUS","EMP","TOT","THND_PER","M","1989-02",7605.203,
"AUS","EMP","TOT","THND_PER","M","1989-03",7623.26,
"AUS","EMP","TOT","THND_PER","M","1989-04",7655.699,
"AUS","EMP","TOT","THND_PER","M","1989-05",7711.329,
"AUS","EMP","TOT","THND_PER","M","1989-06",7710.714,
"AUS","EMP","TOT","THND_PER","M","1989-07",7735.425,
"AUS","EMP","TOT","THND_PER","M","1989-08",7774.263,
"AUS","EMP","TOT","THND_PER","M","1989-09",7783.643,
"AUS","EMP","TOT","THND_PER","M","1989-10",7791.907,
"AUS","EMP","TOT","THND_PER","M","1989-11",7844.532,
"AUS","EMP","TOT","THND_PER","M","1989-12",7829.653,
"AUS","EMP","TOT","THND_PER","M","1990-01",7838.978,
"AUS","EMP","TOT","THND_PER","M","1990-02",7846.42,
"AUS","EMP","TOT","THND_PER","M","1990-03",7860.738,
"AUS","EMP","TOT","THND_PER","M","1990-04",7866.028,
"AUS","EMP","TOT","THND_PER","M","1990-05",7899.511,
"AUS","EMP","TOT","THND_PER","M","1990-06",7900.125,
"AUS","EMP","TOT","THND_PER","M","1990-07",7898.023,
"AUS","EMP","TOT","THND_PER","M","1990-08",7868.666,
"AUS","EMP","TOT","THND_PER","M","1990-09",7844.179,
"AUS","EMP","TOT","THND_PER","M","1990-10",7829.571,
"AUS","EMP","TOT","THND_PER","M","1990-11",7809.761,
"AUS","EMP","TOT","THND_PER","M","1990-12",7812.776,
"AUS","EMP","TOT","THND_PER","M","1991-01",7748.25,
"AUS","EMP","TOT","THND_PER","M","1991-02",7757.872,
"AUS","EMP","TOT","THND_PER","M","1991-03",7701.135,
"AUS","EMP","TOT","THND_PER","M","1991-04",7695.896,
"AUS","EMP","TOT","THND_PER","M","1991-05",7693.961,
"AUS","EMP","TOT","THND_PER","M","1991-06",7658.616,
"AUS","EMP","TOT","THND_PER","M","1991-07",7627.095,
"AUS","EMP","TOT","THND_PER","M","1991-08",7638.373,
"AUS","EMP","TOT","THND_PER","M","1991-09",7645.265,
"AUS","EMP","TOT","THND_PER","M","1991-10",7616.104,
"AUS","EMP","TOT","THND_PER","M","1991-11",7597.004,
"AUS","EMP","TOT","THND_PER","M","1991-12",7616.67,
"AUS","EMP","TOT","THND_PER","M","1992-01",7633.631,
"AUS","EMP","TOT","THND_PER","M","1992-02",7650.014,
"AUS","EMP","TOT","THND_PER","M","1992-03",7630.779,
"AUS","EMP","TOT","THND_PER","M","1992-04",7624.442,
"AUS","EMP","TOT","THND_PER","M","1992-05",7620.925,
"AUS","EMP","TOT","THND_PER","M","1992-06",7633.492,
"AUS","EMP","TOT","THND_PER","M","1992-07",7651.124,
"AUS","EMP","TOT","THND_PER","M","1992-08",7670.29,
"AUS","EMP","TOT","THND_PER","M","1992-09",7635.232,
"AUS","EMP","TOT","THND_PER","M","1992-10",7644.257,
"AUS","EMP","TOT","THND_PER","M","1992-11",7569.348,
"AUS","EMP","TOT","THND_PER","M","1992-12",7599.347,
"AUS","EMP","TOT","THND_PER","M","1993-01",7651.11,
"AUS","EMP","TOT","THND_PER","M","1993-02",7581.843,
"AUS","EMP","TOT","THND_PER","M","1993-03",7631.28,
"AUS","EMP","TOT","THND_PER","M","1993-04",7611.767,
"AUS","EMP","TOT","THND_PER","M","1993-05",7613.195,
"AUS","EMP","TOT","THND_PER","M","1993-06",7626.085,
"AUS","EMP","TOT","THND_PER","M","1993-07",7628.018,
"AUS","EMP","TOT","THND_PER","M","1993-08",7650.787,
"AUS","EMP","TOT","THND_PER","M","1993-09",7670.41,
"AUS","EMP","TOT","THND_PER","M","1993-10",7719.123,
"AUS","EMP","TOT","THND_PER","M","1993-11",7729.788,
"AUS","EMP","TOT","THND_PER","M","1993-12",7745.261,
"AUS","EMP","TOT","THND_PER","M","1994-01",7765.194,
"AUS","EMP","TOT","THND_PER","M","1994-02",7789.613,
"AUS","EMP","TOT","THND_PER","M","1994-03",7808.688,
"AUS","EMP","TOT","THND_PER","M","1994-04",7811.702,
"AUS","EMP","TOT","THND_PER","M","1994-05",7853.348,
"AUS","EMP","TOT","THND_PER","M","1994-06",7875.3,
"AUS","EMP","TOT","THND_PER","M","1994-07",7948.154,
"AUS","EMP","TOT","THND_PER","M","1994-08",7931.986,
"AUS","EMP","TOT","THND_PER","M","1994-09",7981.275,
"AUS","EMP","TOT","THND_PER","M","1994-10",7978.322,
"AUS","EMP","TOT","THND_PER","M","1994-11",7990.227,
"AUS","EMP","TOT","THND_PER","M","1994-12",8034.032,
"AUS","EMP","TOT","THND_PER","M","1995-01",8047.83,
"AUS","EMP","TOT","THND_PER","M","1995-02",8098.872,
"AUS","EMP","TOT","THND_PER","M","1995-03",8102.14,
"AUS","EMP","TOT","THND_PER","M","1995-04",8160.018,
"AUS","EMP","TOT","THND_PER","M","1995-05",8166.096,
"AUS","EMP","TOT","THND_PER","M","1995-06",8200.915,
"AUS","EMP","TOT","THND_PER","M","1995-07",8207.58,
"AUS","EMP","TOT","THND_PER","M","1995-08",8236.212,
"AUS","EMP","TOT","THND_PER","M","1995-09",8224.275,
"AUS","EMP","TOT","THND_PER","M","1995-10",8214.121,
"AUS","EMP","TOT","THND_PER","M","1995-11",8288.303,
"AUS","EMP","TOT","THND_PER","M","1995-12",8289.259,
"AUS","EMP","TOT","THND_PER","M","1996-01",8287.645,
"AUS","EMP","TOT","THND_PER","M","1996-02",8292.731,
"AUS","EMP","TOT","THND_PER","M","1996-03",8266.182,
"AUS","EMP","TOT","THND_PER","M","1996-04",8295.596,
"AUS","EMP","TOT","THND_PER","M","1996-05",8301.531,
"AUS","EMP","TOT","THND_PER","M","1996-06",8305.157,
"AUS","EMP","TOT","THND_PER","M","1996-07",8307.343,
"AUS","EMP","TOT","THND_PER","M","1996-08",8305.085,
"AUS","EMP","TOT","THND_PER","M","1996-09",8295.437,
"AUS","EMP","TOT","THND_PER","M","1996-10",8301.673,
"AUS","EMP","TOT","THND_PER","M","1996-11",8301.028,
"AUS","EMP","TOT","THND_PER","M","1996-12",8324.123,
"AUS","EMP","TOT","THND_PER","M","1997-01",8335.668,
"AUS","EMP","TOT","THND_PER","M","1997-02",8334.818,
"AUS","EMP","TOT","THND_PER","M","1997-03",8337.873,
"AUS","EMP","TOT","THND_PER","M","1997-04",8330.888,
"AUS","EMP","TOT","THND_PER","M","1997-05",8334.847,
"AUS","EMP","TOT","THND_PER","M","1997-06",8336.028,
"AUS","EMP","TOT","THND_PER","M","1997-07",8346.977,
"AUS","EMP","TOT","THND_PER","M","1997-08",8333.186,
"AUS","EMP","TOT","THND_PER","M","1997-09",8395.492,
"AUS","EMP","TOT","THND_PER","M","1997-10",8388.879,
"AUS","EMP","TOT","THND_PER","M","1997-11",8447.79,
"AUS","EMP","TOT","THND_PER","M","1997-12",8432.631,
"AUS","EMP","TOT","THND_PER","M","1998-01",8440.051,
"AUS","EMP","TOT","THND_PER","M","1998-02",8453.172,
"AUS","EMP","TOT","THND_PER","M","1998-03",8456.128,
"AUS","EMP","TOT","THND_PER","M","1998-04",8488.587,
"AUS","EMP","TOT","THND_PER","M","1998-05",8486.597,
"AUS","EMP","TOT","THND_PER","M","1998-06",8506.521,
"AUS","EMP","TOT","THND_PER","M","1998-07",8518.893,
"AUS","EMP","TOT","THND_PER","M","1998-08",8530.74,
"AUS","EMP","TOT","THND_PER","M","1998-09",8574.502,
"AUS","EMP","TOT","THND_PER","M","1998-10",8585.43,
"AUS","EMP","TOT","THND_PER","M","1998-11",8562.81,
"AUS","EMP","TOT","THND_PER","M","1998-12",8586.01,
"AUS","EMP","TOT","THND_PER","M","1999-01",8585.886,
"AUS","EMP","TOT","THND_PER","M","1999-02",8594.208,
"AUS","EMP","TOT","THND_PER","M","1999-03",8620.802,
"AUS","EMP","TOT","THND_PER","M","1999-04",8622.649,
"AUS","EMP","TOT","THND_PER","M","1999-05",8610.658,
"AUS","EMP","TOT","THND_PER","M","1999-06",8661.86,
"AUS","EMP","TOT","THND_PER","M","1999-07",8680.024,
"AUS","EMP","TOT","THND_PER","M","1999-08",8687.644,
"AUS","EMP","TOT","THND_PER","M","1999-09",8700.986,
"AUS","EMP","TOT","THND_PER","M","1999-10",8741.506,
"AUS","EMP","TOT","THND_PER","M","1999-11",8752.33,
"AUS","EMP","TOT","THND_PER","M","1999-12",8785.808,
"AUS","EMP","TOT","THND_PER","M","2000-01",8737.755,
"AUS","EMP","TOT","THND_PER","M","2000-02",8788.892,
"AUS","EMP","TOT","THND_PER","M","2000-03",8836.876,
"AUS","EMP","TOT","THND_PER","M","2000-04",8873.789,
